"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33484","emailContact","","2026-06-24","broken","2026-06-24","","contactEmail.test.ts","",""
